0.000000	11.796433	29.162911	50.480632	77.743151	91.399931	135.195003	306.398655	359.701946	361.922837	502.654378	563.840853	578.955787	612.948785	475.980348	468.383607	500.674800	0.801802	0.863676	0.910194	0.958016	0.878479	0.936811	1.098311	479.599837	239077.094705	36.600019	904.253041	933.110870	90.222156	1783135360.362525	0.000000
1.000000	13.447362	35.433368	63.268229	93.142434	110.499456	132.529699	304.694821	283.702526	296.309461	273.487100	193.836017	113.514469	76.118043	-89.687138	-160.068945	-92.050078	0.941783	0.884222	0.830714	0.823367	0.877915	0.924371	0.990429	548.921962	257666.726102	36.602994	1032.321512	996.658599	89.178550	1783135360.372886	0.000000
2.000000	15.148524	39.316901	64.384666	88.973509	101.820830	116.181883	95.264755	54.948616	20.830325	0.628711	-103.866554	25.915698	-20.314843	26.710686	168.683397	271.213637	0.969244	0.974558	0.840257	0.947608	0.811289	0.920928	0.947973	459.339087	232664.358466	36.603091	1098.183624	922.460204	91.519505	1783135360.372918	0.000000
3.000000	16.627640	43.613987	75.052035	92.398290	74.978776	48.118341	21.220479	-65.658888	-35.645963	36.790386	64.868978	177.416497	315.181969	455.133101	312.412443	322.327542	0.847699	0.877354	0.996863	0.851673	0.917947	0.949539	1.080129	515.274112	228878.289096	36.604321	926.958235	938.424322	80.610447	1783135360.387805	0.000000
4.000000	18.144798	47.223685	65.618075	64.981903	39.174149	3.906182	-21.929051	22.442439	59.867811	166.315986	254.598231	379.930477	187.784756	135.914776	-83.423259	-120.582462	0.852534	0.855917	0.893802	0.845523	0.924336	0.813698	1.089478	536.324356	233695.708724	36.590111	1030.157837	911.906132	92.574544	1783135360.387841	0.000000
5.000000	19.812829	49.762424	59.447416	38.639617	4.005708	-3.424738	18.342261	87.959747	159.670091	200.831597	153.587108	97.124289	-118.575790	-38.311764	72.952577	242.219977	0.853663	0.983620	0.892422	0.928821	0.954649	0.972560	1.096135	450.582683	251334.836248	36.593276	934.831866	974.978577	98.778558	1783135360.387856	0.000000
6.000000	21.136807	48.349472	46.021413	11.099081	-21.395648	8.802576	86.774909	213.544592	221.775897	117.895915	35.363311	-13.864307	71.079988	182.436360	217.397368	334.287516	0.967025	0.856634	0.899747	0.931112	0.815203	0.879262	1.047946	515.860277	253980.856903	36.591912	1060.291688	1065.219687	89.909384	1783135360.387870	0.000000
7.000000	22.373184	42.900505	31.029253	0.551328	-19.583426	59.864107	164.165382	147.689100	86.403298	21.060422	42.751385	128.564024	241.651412	250.932862	131.155724	110.747738	0.817063	0.888793	0.993707	0.865617	0.851991	0.803331	0.980947	473.893790	254765.051803	36.594572	1094.481159	1003.664138	88.925563	1783135360.403280	0.000000
8.000000	22.841411	40.460150	16.448676	-17.174696	26.019733	127.263674	167.926375	83.183790	-31.844773	28.283683	173.561382	311.743264	188.648199	-89.103614	-1.969965	158.863422	0.977135	0.984037	0.814590	0.896833	0.942373	0.989617	1.040468	513.580523	233877.450574	36.597092	918.667962	914.841220	97.007525	1783135360.403327	0.000000
9.000000	23.985774	34.056289	-1.637127	-10.236153	64.431711	135.791533	107.788562	-19.368459	-15.005869	144.870547	207.167956	135.384854	-15.686169	68.480154	364.158880	362.721812	0.987881	0.851147	0.951853	0.813607	0.821307	0.900377	0.929648	509.656936	260391.583821	36.592364	993.219832	952.849414	89.670475	1783135360.403348	0.000000
